"place_id","place_name","city","state","region","place_type","category","significance","description","mood_tags","best_time_to_visit","ideal_visit_time","recommended_duration_hours","entry_fee","rating","crowd_level","family_friendly","adventure_level","cultural_value","nature_value","budget_level","latitude","longitude","nearest_airport","nearest_railway","local_tips","food_specialty","safety_score","cleanliness_score","photography_spots","weather_type","seasonal_highlight","priority"
"IND126","Chilika Lake","Satpada","Odisha","East","Lake","Nature","Asia's largest brackish","Dolphin spotting migratory birds Irrawaddy dolphins and Kalijai island temple in Asia's second largest lagoon ecosystem,wildlife","aquatic","pilgrimage","Nov-Feb","Morning","4","200","4.6","Medium","Yes","Medium","Low","High","19.7333","85.4667","Bhubaneswar Airport","Balasore","Dolphin boat; winter birds","Prawn malai curry","9.1","8.9","High","Tropical","Irrawaddy dolphins","Recommended"
"IND127","Udaygiri Caves","Bhubaneswar","Odisha","East","Cave","Heritage","Rock cut caves","Ancient Jain rock-cut caves with Ashoka edicts elephant sculptures and panoramic Khandagiri hill views from 2nd century BCE,ancient","sculptural","panoramic","Oct-Mar","Morning","2","15","4.4","Low","Yes","Low","High","Medium","20.3542","85.8106","Bhubaneswar Airport","Bhubaneswar Jn","Hill climb; Ashoka edicts","Dahi baigana","8.9","8.7","High","Sunny","Jain festivals","Recommended"
"IND128","Dhauli Giri","Bhubaneswar","Odisha","East","Monument","Heritage","Ashoka peace","Shanti Stupa elephant sculpture and Ashoka's Kalinga war rock edicts where emperor embraced Buddhism after bloody war,peaceful","historic","spiritual","Oct-Mar","Morning","1.5","0","4.3","Low","Yes","Low","High","Medium","20.2453","85.8106","Bhubaneswar Airport","Bhubaneswar Jn","Stupa views; edicts reading","Chitra pakha","8.8","8.6","Medium","Sunny","Peace day","Optional"
"IND129","Dakshineswar Kali Temple","Kolkata","West Bengal","East","Temple","Spiritual","Bengal spirituality","19th-century temple complex where Ramakrishna Paramahamsa attained enlightenment on Hooghly riverbanks with 12 Shiva temples,mystical","spiritual","riverine","Oct-Mar","Morning","3","0","4.6","High","Yes","Low","High","Medium","22.6445","88.3610","Netaji Subhash","Kolkata Station","Aarti evenings; Ramakrishna corner","Luchi alur dum","9.2","9.0","Medium","Tropical","Kali Puja","Must Visit"
"IND130","Victoria Memorial","Kolkata","West Bengal","East","Museum","Heritage","Indo-Sarang","British Raj white marble museum housing rare paintings artifacts and 64-acre garden with eternal flame and lakes,regal","majestic","gardened","Oct-Mar","Morning","3","30","4.5","Medium","Yes","Low","High","Medium","22.5437","88.3428","Netaji Subhash","Howrah","Light sound show; garden walk","Rasgulla","9.1","8.9","High","Tropical","Durga Puja","Must Visit"
"IND131","Howrah Bridge","Kolkata","West Bengal","East","Bridge","Engineering","Cantilever marvel","World's third longest cantilever bridge bustling with human traffic flower market ferries and iconic Kolkata skyline,iconic","bustling","engineering","Year-round","Morning","1","0","4.7","High","Yes","Low","Medium","Low","22.5750","88.3433","Netaji Subhash","Howrah","Cross by foot; sunset views","Jhalmuri","9.3","8.7","High","Tropical","Monsoon bridge","Must Visit"
"IND132","Sundarbans National Park","Kolkata","West Bengal","East","Mangrove","Nature","UNESCO Royal Bengal","Tiger reserve mangrove forests with boat safaris honey collection Royal Bengal tigers and river dolphins biosphere reserve,wild","mangrove","riverside","Oct-Mar","Morning","8","1500","4.8","Low","Yes","High","Medium","High","22.0000","89.0000","Netaji Subhash","Canning","Bonfire cruise; mosquito repellent","Hilsa fish","9.4","9.2","High","Tropical","Tiger safari","Must Visit"
"IND133","Birla Planetarium","Kolkata","West Bengal","East","Planetarium","Education","Space theatre","Asia's largest planetarium offering space shows cosmic journey holograms and astronomy museum in marble dome building,cosmic","educational","futuristic","Year-round","Evening","1.5","50","4.3","Medium","Yes","Low","Medium","Low","22.5792","88.3533","Netaji Subhash","Kolkata Station","Shows in Bengali/English; stargazing","Misti doi","8.9","8.8","Medium","Tropical","Star shows","Recommended"
"IND134","Eden Gardens","Kolkata","West Bengal","East","Stadium","Sports","Cricket cathedral","World's second largest cricket stadium with 66,000 capacity hosting Test matches IPL and historic India-Pakistan encounters,legendary","sporting","electric","Oct-Mar","Match day","3","0","4.6","High","Yes","Low","Low","Low","22.5700","88.3400","Netaji Subhash","Prinsep St","Book early; stadium tour","Bhetki macher kalia","9.2","9.0","High","Tropical","IPL fever","Recommended"
"IND135","Golden Temple","Jaisalmer","Rajasthan","North","Temple","Spiritual","Golden sandstone","Patwon ki Haveli complex with golden sandstone carvings frescoes museums showcasing richest Marwari merchant family legacy,opulent","golden","intricate","Oct-Mar","Morning","2","20","4.5","Medium","Yes","Low","High","Low","26.9117","70.9083","Jaisalmer Airport","Jaisalmer","Mirrors museum; rooftop views","Ker sangri","9.1","8.9","Medium","Sunny","Golden hour","Must Visit"
"IND136","Patwon Ki Haveli","Jaisalmer","Rajasthan","North","Palace","Heritage","First haveli","Golden sandstone haveli with frescoes mirror work and museum depicting 19th-century Marwari opulence and craftsmanship,ornate","opulent","historic","Oct-Mar","Morning","2","10","4.4","Low","Yes","Low","High","Low","26.9092","70.9092","Jaisalmer Airport","Jaisalmer Jn","Frescoes detail; no flash","Gatte ki sabzi","8.9","8.7","High","Sunny","Winter gold","Recommended"
"IND137","Bhangarh Fort","Sariska","Rajasthan","North","Fort","Heritage","Haunted ruins","Abandoned 17th-century fort with temples palaces haunted curse legends amidst Aravalli hills drawing paranormal enthusiasts,mysterious","ruined","spooky","Oct-Mar","Morning","3","40","4.3","Medium","Yes","Medium","High","Medium","27.0497","76.2611","Jaipur Intl","Dausa","Sunset prohibited; explore ruins","Dal baati","8.7","8.5","High","Sunny","Monsoon ghosts","Recommended"
"IND138","Kumbhalgarh Fort","Kumbhalgarh","Rajasthan","North","Fort","Heritage","Second longest wall","36km wall second longest after China with 360 temples palaces panoramic views birth place of Maharana Pratap,fortified","panoramic","longest","Oct-Mar","Morning","4","100","4.6","Low","Yes","Medium","High","High","25.1486","73.5853","Udaipur Airport","Kumbhalgarh","Light show; wall walk","Murgh khuddi","9.0","8.8","High","Sunny","Winter wall","Must Visit"
"IND139","Ranakpur Jain Temple","Ranakpur","Rajasthan","North","Temple","Spiritual","Marble marvel","15th-century white marble complex with 1,440 carved pillars 80 domes no two alike surrounded by Aravalli serenity,spiritual","intricate","serene","Oct-Mar","Morning","3","200","4.8","Low","Yes","Low","High","Medium","25.1833","73.4833","Udaipur Airport","Ranakpur","White dress; silence","Mewari thali","9.3","9.1","Medium","Sunny","Jain festivals","Must Visit"
"IND140","Nathdwara Shrinathji","Nathdwara","Rajasthan","North","Temple","Spiritual","Krishna haven","Pilgrimage town with Haveli-like Krishna temple 17th-century painting rituals and Pushtimarg Vaishnava traditions,miraculous","devotional","royal","Oct-Mar","Morning","2","0","4.7","High","Yes","Low","High","Low","24.9333","73.8167","Udaipur Airport","Mavli","Shringar darshan; early morning","Ghevar","9.4","9.2","High","Sunny","Janmashtami","Must Visit"
"IND141","Bodh Gaya","Mahabodhi","Gaya","Bihar","East","Temple","Spiritual","Buddha enlightenment,UNESCO Mahabodhi Temple where Gautama Buddha attained enlightenment under peepal tree with diamond throne stupas,awakening","sacred","historic","Oct-Mar","Morning","3","0","4.9","Medium","Yes","Low","High","Low","24.6950","84.9903","Gaya Airport","Gaya Jn","Buddha statue; meditation","Bodh Gaya lassi","9.5","9.3","High","Tropical","Buddha Purnima","Must Visit"
"IND142","Nalanda University","Nalanda","Bihar","East","University","Heritage","UNESCO ancient uni","World's oldest residential university ruins with monasteries libraries and red brick stupas once housing 10,000 students,scholarly","ancient","monastic","Oct-Mar","Morning","3","15","4.7","Low","Yes","Low","High","Medium","25.1333","85.4500","Patna Airport","Nalanda Rd","Great Stupa; museum nearby","Sattu paratha","9.2","9.0","Medium","Sunny","Monsoon bricks","Must Visit"
"IND143","Vairochana stupa","Leh","Ladakh","North","Monument","Spiritual","Buddhist stupa","Ancient stupa with prayer wheels Himalayan views and Ladakhi culture showcasing Tibetan Buddhism in high altitude desert setting,spiritual","panoramic","alpine","Jun-Sep","Morning","1","0","4.4","Low","Yes","Low","High","Medium","34.1667","77.5833","Kushok Bakula","Leh Jn","Prayer wheels; acclimatize","Momos","8.9","8.7","High","Cold","Summer stupa","Recommended"
"IND144","Pangong Lake","Pangong","Ladakh","North","Lake","Nature","3 Idiots lake","12,000ft altitude brackish lake changing colors surrounded by stark Ladakhi mountains 60% in China border lake,colourful","alpine","remote","Jun-Sep","Morning","4","400","4.8","Low","Yes","Medium","Low","High","33.7167","78.4167","Leh Airport","Karu Rd","Border permit; 3 Idiots spot","Thukpa","9.3","9.1","High","Cold","Summer colors","Must Visit"
"IND145","Nubra Valley","Diskit","Ladakh","North","Valley","Nature","Cold desert","Hunder sand dunes Bactrian camels Diskit Gompa and Turtuk village in highest motorable road accessible valley,exotic","desert","mountainous","Jun-Sep","Morning","6","0","4.7","Low","Yes","High","Medium","High","34.1667","77.5833","Leh Airport","Hunder","Camel safari; Turtuk trek","Apricot jam","9.2","9.0","High","Cold","Summer sands","Recommended"
"IND146","Hemis Monastery","Hemis","Ladakh","North","Monastery","Spiritual","Largest gompa","Largest Ladakhi monastery with copper statue Hemis festival July Guru Padmasambhava copper wheel of life mural,spiritual","festive","magnificent","Jun-Sep","Morning","2","0","4.6","Low","Yes","Low","High","Medium","33.9167","77.7000","Leh Airport","Hemis","July festival; copper statue","Butter tea","9.1","8.9","Medium","Cold","Hemis festival","Recommended"
"IND147","Spiti Valley","Kaza","Himachal Pradesh","North","Valley","Nature","Cold desert","Ki monastery fossil village Chandratal lake Komic highest village and Pin Valley offering stark Buddhist beauty,remote","Buddhist","alpine","Jun-Oct","Morning","7","0","4.8","Low","Yes","High","High","High","32.2333","78.0667","Kullu Airport","Kaza Rd","Permit needed; high passes","Spitian thukpa","9.3","9.1","High","Cold","Summer valleys","Must Visit"
"IND148","Key Monastery","Kaza","Himachal Pradesh","North","Monastery","Spiritual","Spiti gompa","11th-century hill monastery with ancient murals 500 monks and panoramic Spiti valley views fortified against invasions,spiritual","fortified","panoramic","Jun-Oct","Morning","2","0","4.5","Low","Yes","Low","High","High","31.5667","78.1333","Kullu Airport","Kaza","Monk interaction; sunset views","Maggi","8.9","8.7","High","Cold","Monsoon monastery","Recommended"
"IND149","Chandratal Lake","Losar","Himachal Pradesh","North","Lake","Nature","Moon lake","Lake of moon high altitude glacial lake with camping stargazing and Chandra river origin amidst barren Chandra Bhaga ranges,celestial","alpine","pristine","Jul-Sep","Morning","3","100","4.7","Low","Yes","Medium","Low","High","32.4833","77.9833","Kullu Airport","Batal","Tent stay; stargazing","Bhandak thukpa","9.2","9.0","High","Cold","Meteor showers","Recommended"
"IND150","Pin Valley","Mud","Himachal Pradesh","North","Valley","Nature","Snow leopard home","Remote valley with ibex snow leopards Pin Parvati pass and Langza fossil village offering pristine Himalayan wilderness,pristine","wild","remote","Jun-Oct","Morning","5","0","4.6","Low","Yes","High","Medium","High","31.9667","78.5167","Kullu Airport","Mud Rd","Snow leopard trek; homestay","Siddu","9.0","8.8","High","Cold","Summer wildflowers","Recommended"
"IND151","Kanha National Park","Kanha","Madhya Pradesh","Central","Wildlife","Adventure","Tiger reserve","Rudyard Kipling's Jungle Book inspiration tiger safaris grasslands meadows Barasingha deer and ancient forts,wild","grassland","classic","Oct-Jun","Morning","6","1200","4.8","Low","Yes","High","Medium","High","22.3333","80.3500","Jabalpur Airport","Kanha Rd","Sherman brothers; core safaris","Bamboo shoot","9.3","9.1","High","Tropical","Tiger show","Must Visit"
"IND152","Bandhavgarh National Park","Tala","Madhya Pradesh","Central","Wildlife","Adventure","Tiger density","High tiger density park with ancient Bandhavarh forts rock carvings and jeep safaris amidst sal forests,wild","dense","ancient","Oct-Jun","Early morning","6","1000","4.7","Low","Yes","High","High","High","23.6333","81.0333","Jabalpur Airport","Umaria","Tathao zone; morning safari","Tent restaurant","9.2","9.0","High","Tropical","Tiger tracking","Recommended"
"IND153","Pench National Park","Pench","Madhya Pradesh","Central","Wildlife","Nature","Jungle Book","Pench river Kipling country tiger sightings vultures nesting and mixed forests straddling Maharashtra MP border,wild","riverside","classic","Oct-Apr","Morning","6","800","4.6","Low","Yes","High","Medium","High","21.6667","79.2500","Nagpur Airport","Pench Rd","Turai zone; vulture restaurant","Maharashtrian thali","9.1","8.9","High","Tropical","Vulture nesting","Must Visit"
"IND154","Gokarna Beach","Gokarna","Karnataka","South","Beach","Pilgrimage","Om beach","Crescent Om-shaped beach with Mahabaleshwar Temple water sports and hippie vibe sacred to Shiva pilgrims backpackers,beach","pilgrimage","serene","Oct-May","Morning","4","0","4.6","Medium","Yes","Medium","High","High","14.5500","74.3167","Goa Dabolim","Gokarna Rd","Temple first; Om trek","Kumta fish curry","9.0","8.8","High","Tropical","Shiva worship","Must Visit"
"IND155","Mahabaleshwar Temple","Gokarna","Karnataka","South","Temple","Spiritual","Atmalinga shrine","Ancient Shiva temple housing Shiva's atmosphere linga miraculously brought from Kashi sacred pilgrimage south Kashi,powerful","ancient","sacred","Year-round","Morning","1.5","0","4.5","Medium","Yes","Low","High","Low","14.5497","74.3192","Goa Dabolim","Gokarna","Modest dress; linga darshan","Udupi dosa","8.9","8.7","Medium","Tropical","Maha Shivratri","Recommended"
"IND156","Yana Caves","Sirsi","Karnataka","South","Cave","Adventure","Rock pinnacles","Otherworldly limestone rock pinnacles caves amidst Western Ghats rainforest short trek drawing geology adventure enthusiasts,mystical","geological","trekking","Oct-May","Morning","3","50","4.4","Low","Yes","High","Low","High","14.5667","74.5000","Hubli Airport","Yana Rd","Trek 1hr; no guides needed","Sirsi elaichi bajji","8.8","8.6","High","Tropical","Rainforest caves","Recommended"
"IND157","Jog Falls","Sagar","Karnataka","South","Waterfall","Nature","India's tallest","830ft plunge divided into four streams amidst monsoon clouds highest un-tiered plunge in India viewpoint treks,cascading","mighty","monsoon","Jun-Sep","Morning","2","20","4.7","Medium","Yes","Low","Low","High","14.2333","75.0000","Hubli Airport","Talguppa","Monsoon best; viewpoint trek","Dharwad peda","9.2","9.0","High","Tropical","Peak monsoon","Must Visit"
"IND158","Hampi Ruins","Hampi","Karnataka","South","Monument","Heritage","UNESCO Vijayanagara","Vijayanagara empire ruins with Virupaksha temple Vittala musical pillars and boulder-strewn surreal landscape,epic","ruined","magnificent","Oct-Mar","Morning","6","40","4.8","Medium","Yes","Low","High","Medium","15.3350","76.4600","Bellary Airport","Hospet Jn","Bicycle tour; coracle ride","Maddur vada","9.4","9.2","High","Tropical","Vijayadashami","Must Visit"
"IND159","Vittala Temple","Hampi","Karnataka","South","Temple","Heritage","Musical pillars","16th-century temple with stone musical pillars iconographic sculptures and ornate chariot shrine Vijayanagara zenith,harmonic","sculptural","chariot","Oct-Mar","Morning","2","30","4.7","Medium","Yes","Low","High","Low","15.3333","76.4667","Bellary Airport","Hampi","Play pillars; sunrise light","Mysore masala dosa","9.3","9.1","Medium","Sunny","Music festival","Recommended"
"IND160","Anegundi","Hampi","Karnataka","South","Village","Heritage","Ancient capital","Across Tungabhadra ancient capital with Anjaneya temple prehistoric caves and organic farms peaceful Hampi alternative,rustic","prehistoric","organic","Oct-Mar","Morning","3","0","4.5","Low","Yes","Low","High","Medium","15.3500","76.4667","Bellary Airport","Anegundi Rd","Hampi ferry; village homestay","Ragi mudde","9.0","8.8","High","Sunny","Rural peace","Recommended"
"IND161","Kodaikanal Lake","Kodaikanal","Tamil Nadu","South","Lake","Nature","Princess of hill station","Man-made star-shaped lake with boating Bryant park and Coaker's walk amidst shola forests misty mornings,serene","aquatic","misty","Apr-Jun","Morning","2","30","4.4","Medium","Yes","Low","Low","High","10.2333","77.4833","Madurai Airport","Kodaikanal Rd","Boat shapes; horse rides","Kodai chocolate","8.9","8.7","High","Cool","Mist mornings","Recommended"
"IND162","Guna Caves","Kodaikanal","Tamil Nadu","South","Cave","Adventure","Devil's kitchen","Sudden pillar rock caves with Tamil movie shooting spots short trek and panoramic valley views shrouded in mystery legends,spooky","cinematic","trekking","May-Jun","Morning","2","30","4.3","Low","Yes","Medium","Low","High","10.1833","77.4667","Madurai Airport","Pillayarpatti","Trek shoes; early morning","Aval pori","8.8","8.6","Medium","Cool","Cave coolness","Optional"
"IND163","Coaker's Walk","Kodaikanal","Tamil Nadu","South","Viewpoint","Nature","360 valley","1km paved path with valley views telescope house and Kurinji flower amidst mist cloud perfect for photography,panoramic","misty","floral","Apr-Jun","Morning","1","15","4.2","Low","Yes","Low","Low","High","10.2306","77.4881","Madurai Airport","Kodaikanal Rd","Telescope house; misty mornings","Fruit salad","8.7","8.5","High","Cool","Cloud walk","Optional"
"IND164","Bryant's Park","Kodaikanal","Tamil Nadu","South","Garden","Nature","Botanical park","20-acre park with hybrid plants Australian trees fern house and rose garden perfect for strolls flower shows,floral","botanical","colorful","Year-round","Morning","1.5","20","4.1","Low","Yes","Low","Low","High","10.2314","77.4861","Madurai Airport","Kodaikanal Rd","Flower shows; butterfly park","Kodai strawberry","8.6","8.4","Medium","Cool","Bloom season","Optional"
"IND165","Pillar Rocks","Kodaikanal","Tamil Nadu","South","Viewpoint","Nature","Three pillars","400ft perpendicular rocks amidst shola forest with telescope view suicide point and misty valley views,drastic","misty","dramatic","Apr-Jun","Morning","1.5","10","4.0","Low","Yes","Low","Low","High","10.2167","77.4667","Madurai Airport","Kodaikanal Rd","Telescope view; windy","Tea estates","8.5","8.3","High","Cool","Mist pillars","Optional"
"IND166","Ladakh Monasteries","Leh","Ladakh","North","Monastery","Spiritual","Buddhist circuit","Thiksey Shey Hemis monasteries with giant Maitreya Buddha ancient murals festivals showcasing Himalayan Buddhism,monastic","spiritual","colorful","Jun-Sep","Morning","5","0","4.7","Low","Yes","Low","High","Medium","34.1667","77.5833","Leh Airport","Leh","Circuit tour; festival dates","Momos","9.2","9.0","High","Cold","Summer monasteries","Recommended"
"IND167","Tso Moriri Lake","Sumdo","Ladakh","North","Lake","Nature","High altitude","14,700ft altitude lake with nomadic Changpa tribes bar-headed geese wetlands Ramsar site pristine wilderness,pristine","alpine","nomadic","Jul-Sep","Morning","4","100","4.6","Low","Yes","Medium","Low","High","32.8167","78.2833","Leh Airport","Mahe Bridge","Permit needed; homestay","Pashmina yak cheese","9.1","8.9","High","Cold","Summer highland","Recommended"
"IND168","Zanskar Valley","Kargil","Ladakh","North","Valley","Adventure","River gorge","Padum Phugtal monastery Zanskar river frozen trek remote Buddhist villages dramatic gorges Chadar trek fame,remote","gorged","trekking","Jun-Sep","Morning","7","0","4.8","Low","Yes","High","High","High","33.3167","77.0167","Kargil Airport","Padum","Chadar winter; summer homestay","Barley chang","9.3","9.1","High","Cold","Summer Zanskar","Recommended"
"IND169","Markha Valley Trek","Leh","Ladakh","North","Trek","Adventure","High pass trek","Ganda La pass Nimaling camps monasteries traditional Ladakhi villages 5-day trek showcasing remote Buddhist life,adventurous","traditional","panoramic","Jun-Sep","Morning","5","0","4.7","Low","No","High","Medium","High","34.1667","77.5833","Leh Airport","Leh","Acclimatize; porters","Thukpa skyu","9.2","9.0","High","Cold","Autumn colors","Recommended"
"IND170","Nagarjuna Sagar","Nagarjuna Sagar","Andhra Pradesh","South","Lake","Nature","Ethipothala falls","Buddhist ruins world's largest masonry dam Nagarjunakonda islands boat rides to ancient stupas,ancient","aquatic","massive","Oct-Mar","Morning","4","50","4.5","Medium","Yes","Medium","High","High","16.5833","79.3167","Vijayawada Airport","Nagarjuna Sagar","Boat to islands; museum","Andhra meals","9.0","8.8","High","Tropical","Buddhist sites","Recommended"
"IND171","Belum Caves","Belum","Andhra Pradesh","South","Cave","Adventure","Longest cave","3.5km longest cave in India with stalactites underground streams meditation hall and ancient Buddhist history,mystical","underground","prehistoric","Oct-Mar","Morning","2","40","4.4","Low","Yes","Medium","Medium","High","15.0833","78.1167","Kurnool Airport","Belum Rd","Gandikota nearby; torch lights","Pesarattu","8.9","8.7","Medium","Tropical","Cave cool","Recommended"
"IND172","Araku Valley","Araku","Andhra Pradesh","South","Valley","Nature","Coffee plantations","Tribal museum coffee plantations Borra caves waterfalls coffee aroma Eastern Ghats biodiversity hotspot,fragrant","tribal","waterfall","Oct-May","Morning","5","0","4.6","Low","Yes","Low","Medium","High","18.3333","82.8833","Visakhapatnam Airport","Araku Rd","Toy train; tribal dance","Araku coffee","9.1","8.9","High","Tropical","Coffee harvest","Recommended"
"IND173","Lambasingi","Chintapalli","Andhra Pradesh","South","Hill Station","Nature","Kashmir of AP","Misty hill station winter snowfall coffee gardens Kothapalli waterfall tribal culture Eastern Ghats cool retreat,misty","snowy","fragrant","Nov-Feb","Morning","3","0","4.3","Low","Yes","Low","Low","High","18.1667","82.9000","Visakhapatnam Airport","Lambasingi","Winter snow; jeep safari","Ragi sangati","8.8","8.6","High","Cool","Snowfall","Recommended"
"IND174","Horsley Hills","Horsley Hills","Andhra Pradesh","South","Hill Station","Nature","Andhra Ooty","Gingee hills resort with adventure park viewpoints summer palace amidst eucalyptus forests cool climate escape,scenic","adventurous","cool","Apr-Jun","Morning","3","0","4.2","Low","Yes","Medium","Low","High","13.6500","78.4000","Bangalore Airport","Madanapalle Rd","Zipline; summer palace","Nellore biryani","8.7","8.5","High","Cool","Summer breeze","Optional"
"IND175","Tyda Park","Ananthagiri","Andhra Pradesh","South","Park","Nature","Nature camp","Jungle trails ropeway deer park plantation trails amidst Eastern Ghats rainforest biodiversity park,adventurous","jungle","wild","Oct-May","Morning","2","20","4.1","Low","Yes","Medium","Low","High","17.8833","83.0000","Visakhapatnam Airport","Tyda Rd","Ropeway; tree house stay","Ananthagiri chicken","8.6","8.4","Medium","Tropical","Jungle trek","Optional"
"IND176","Darjeeling Toy Train","Darjeeling","West Bengal","East","Heritage Train","Heritage","UNESCO steam","World Heritage steam train chugging through tea gardens hairpin loops Batasia loop with Kanchenjunga views,nostalgic","scenic","steamy","Mar-Jun","Morning","4","0","4.7","Medium","Yes","Low","High","Medium","27.0333","88.2667","Bagdogra Airport","Darjeeling","Steam joyride; sunrise train","Momos","9.2","9.0","High","Cool","Steam nostalgia","Must Visit"
"IND177","Tiger Hill","Darjeeling","West Bengal","East","Viewpoint","Nature","Kanchenjunga sunrise","11,000ft viewpoint for first rays illuminating world's 3rd highest peak magical orange glow panoramic Himalayan vista,celestial","panoramic","majestic","Mar-Jun","Pre-dawn","2","0","4.8","High","Yes","Low","Low","High","27.1000","88.3500","Bagdogra Airport","Ghoom","3AM start; warm clothes","Honey ginger tea","9.4","9.2","High","Cold","Sunrise gold","Must Visit"
"IND178","Batasia Loop","Darjeeling","West Bengal","East","Heritage Train","War memorial","Circular railway loop with war memorial 200m track and Kanchenjunga views dedicated to Gorkha soldiers","memorial","scenic","circular","Year-round","Morning","1","0","4.5","Medium","Yes","Low","Medium","Medium","27.0167","88.2833","Bagdogra Airport","Darjeeling","Gorkha museum; toy train loop","Tingmo","9.1","8.9","Medium","Cool","Memorial day","Recommended"
"IND179","Peace Pagoda","Darjeeling","West Bengal","East","Stupa","Spiritual","Japanese temple","White stupa with golden Buddha statues four directions peace mission atop Jalapahar hill panoramic Darjeeling views,peaceful","panoramic","golden","Year-round","Morning","1.5","0","4.4","Low","Yes","Low","High","Medium","27.0333","88.2500","Bagdogra Airport","Darjeeling","360 views; meditation","Sel roti","8.9","8.7","High","Cool","Peace sunset","Recommended"
"IND180","Rock Garden","Darjeeling","West Bengal","East","Garden","Art","Recycled sculpture","Barbotey Rock Garden with waterfalls recycled sculptures boating and picnic amidst tea gardens,creative","natural","recycled","Year-round","Morning","2","20","4.3","Low","Yes","Low","Medium","High","27.0000","88.2667","Bagdogra Airport","St. Williams","Picnic spot; boating","Tea estates","8.8","8.6","Medium","Cool","Rock waterfall","Optional"
"IND181","Majuli Island","Jorhat","Assam","Northeast","Island","Culture","Largest river island","Satras Vaishnavite monasteries mask making river beach world's largest river island shrinking due to erosion,cultural","riverside","monastic","Nov-Feb","Morning","5","0","4.7","Low","Yes","Low","High","Medium","26.9500","94.1667","Jorhat Airport","Nefarm","Samaguri satra; cycle tour","Assamese pitha","9.2","9.0","High","Tropical","Raas festival","Recommended"
"IND182","Tawang Chu","Tawang","Arunachal Pradesh","Northeast","River","Nature","Sacred river","Brahmaputra tributary with Sela pass lakes monasteries and highland wetlands migratory bird habitat,scenic","sacred","alpine","May-Oct","Morning","3","0","4.5","Low","Yes","Low","Low","High","27.5833","91.8667","Tezpur Airport","Tawang","Sacred dips; trout fishing","Thukpa","9.0","8.8","High","Cold","River trout","Recommended"
"IND183","Bomdila Monastery","Bomdila","Arunachal Pradesh","Northeast","Monastery","Spiritual","Gelugpa gompa","Largest Dirang monastery with 40ft Buddha statue colorful murals and panoramic Dirang valley apple orchards,serene","colorful","panoramic","Apr-Oct","Morning","2","0","4.4","Low","Yes","Low","High","Medium","27.2500","92.4000","Tezpur Airport","Bomdila","Apple festival; sunset views","Momos","8.9","8.7","Medium","Cool","Apple blossom","Recommended"
"IND184","Zemithang","Zemithang","Arunachal Pradesh","Northeast","Village","Nature","Gorsam Chorten","Gorkha war memorial temple Indo-China border warm greeting point apple apricots highland culture,borderline","historic","warm","May-Oct","Morning","3","0","4.3","Low","Yes","Low","Medium","High","27.5833","91.8667","Tezpur Airport","Zemithang","Fruit picking; border views","Yak cheese","8.8","8.6","High","Cold","Fruit harvest","Optional"
"IND185","Anini","Anini","Arunachal Pradesh","Northeast","Valley","Nature","Mishmi hills","Remote Mishmi hills Dibang river butterflies orchids trekking pristine rainforest biodiversity hotspot unexplored paradise,pristine","wild","butterfly","Apr-Oct","Morning","5","0","4.6","Low","Yes","High","Low","High","28.1667","96.0000","Dibrugarh Airport","Anini Rd","Permit essential; trekker heaven","Mishmi thali","9.1","8.9","High","Tropical","Rainforest trek","Recommended"
"IND186","Daporijo","Daporijo","Arunachal Pradesh","Northeast","Town","Culture","Tagin tribe","Tagin tribal town Subansiri river gorges hanging bridges remote Adi culture unspoiled Subansiri valley,remote","tribal","gorged","Oct-Apr","Morning","3","0","4.2","Low","Yes","Low","Medium","High","27.5167","94.3167","Dibrugarh Airport","Daporijo","Tagin village; river rafting","Smoked pork","8.7","8.5","Medium","Tropical","Tribal life","Optional"
"IND187","Tezu","Tezu","Arunachal Pradesh","Northeast","Town","Nature","Mishmi culture","Mishmi hills Lohit river Parasuram Kund pilgrimage Mishmi culture golden langurs unspoiled Eastern Arunachal,pristine","tribal","pilgrimage","Oct-Apr","Morning","4","0","4.1","Low","Yes","Low","Medium","High","27.9167","95.8500","Dibrugarh Airport","Tezu Rd","Kund pilgrimage; langur spotting","Mishmi apong","8.6","8.4","High","Tropical","Mishmi new year","Optional"
"IND188","Changlang","Changlang","Arunachal Pradesh","Northeast","Town","Nature","Tutsa tribe","Tutsa Tangsa tribes Namdapha tiger reserve rainforests tea gardens remote Eastern Arunachal biodiversity,diverse","rainforest","tribal","Oct-Apr","Morning","3","0","4.0","Low","Yes","Low","Medium","High","27.1667","95.7167","Dibrugarh Airport","Changlang","Tiger reserve; tribal museum","Tangsa pork","8.5","8.3","Medium","Tropical","Rainforest edge","Optional"
"IND189","Sivasagar","Joysagar","Assam","Northeast","Fort","Heritage","Ahom capital","Ahom kingdom capital Talatal Ghoralai palaces Rang Ghar amphitheater Shiva dol largest river island monuments,imperial","historic","amphitheater","Oct-Mar","Morning","4","20","4.6","Medium","Yes","Low","High","Medium","26.9833","94.6333","Jorhat Airport","Sivasagar Jn","Rang Ghar; light show","Assamese thali","9.0","8.8","High","Tropical","Ahom festival","Recommended"
